nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0373736
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0383329
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0394678
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0415928
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0454629
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0524910
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0656416
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.5, 0.0430713
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.5,0.0440338
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.5,0.0451573
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.5,0.0472508
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.5,0.0510783
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.5,0.0580697
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.5,0.0711817
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0525125
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0535058
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0546708
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0568533
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0606809
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0676607
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0806666
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0669493
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0680212
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0693276
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0716755
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0757568
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.0829997
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.0962196
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.0900400
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.0912110
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.0926097
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.0952345
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.0999788
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.1083325
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.1223693
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, 0.1289027
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,0.1302476
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.1318718
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.1349469
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.1405500
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.1506066
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.1669253
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,16, 0.1993797
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,16,0.2008766
