nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense negative_unate,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,1,0.0467579
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,1,0.0679735
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,2, 0.0386824
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,2,0.0392367
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,2,0.0401023
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,2,0.0417074
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,2,0.0457784
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,2,0.0547111
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,2,0.0742627
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,4, 0.0579438
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,4,0.0582670
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,4,0.0591541
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,4,0.0609982
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,4,0.0641898
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,4,0.0721566
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,4,0.0900385
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,8, 0.0960541
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,8,0.0962452
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,8,0.0967252
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,8,0.0982758
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,8,0.1013379
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,8,0.1086745
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,8,0.1251232
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.1,0.0709704
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.1,0.0718162
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.1,0.0731512
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.1,0.0756469
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.1,0.0801505
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.1,0.0882103
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.1,0.1026056
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.25, 0.0733205
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.25,0.0741695
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.25,0.0755097
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.25,0.0780060
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.25,0.0825134
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.25,0.0905454
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.25,0.1049818
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.5, 0.0759129
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.5,0.0767609
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.5,0.0780973
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.5,0.0806052
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.5,0.0851249
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.5,0.0931402
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.5,0.1075994
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,1, 0.0778893
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,1,0.0787242
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,1,0.0800674
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,1,0.0825445
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,1,0.0870538
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,1,0.0950736
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,1,0.1094944
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,2, 0.0772970
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,2,0.0781393
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,2,0.0794829
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,2,0.0819967
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,2,0.0865020
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,2,0.0944700
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,2,0.1087749
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,4, 0.0693820
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,4,0.0703231
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,4,0.0717467
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,4,0.0744106
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,4,0.0790224
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,4,0.0871808
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,4,0.1015832
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,8, 0.0440239
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,8,0.0448010
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,8,0.0463164
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,8,0.0494739
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,8,0.0545240
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,8,0.0633628
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,8,0.0784737
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.1,0.0202984
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.1,0.0209113
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.1,0.0218786
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.1,0.0240614
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.1,0.0283909
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.1,0.0373062
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.1,0.0563205
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.25, 0.0203026
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.25,0.0209502
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.25,0.0219641
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.25,0.0241200
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.25,0.0284132
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.25,0.0372967
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.25,0.0562915
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.5, 0.0205429
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.5,0.0211119
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.5,0.0220816
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.5,0.0242390
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.5,0.0284859
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.5,0.0374799
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.5,0.0563552
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,1, 0.0211912
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,1,0.0218664
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,1,0.0229068
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,1,0.0249203
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,1,0.0290720
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,1,0.0379739
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,1,0.0565882
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,2, 0.0234542
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,2,0.0240543
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,2,0.0250678
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,2,0.0271109
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,2,0.0311016
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,2,0.0393886
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,2,0.0575751
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,4, 0.0290341
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,4,0.0296546
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,4,0.0304152
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,4,0.0324436
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,4,0.0360113
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,4,0.0436233
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,4,0.0605811
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,8, 0.0400563
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,8,0.0403265
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,8,0.0415508
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,8,0.0438962
