nom_voltage,nom_temperature,nom_process,related_pin A0,related_pin B0,timing_type combinational,timing_sense negative_unate,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,0.1,0.0461774
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,0.1,0.0469818
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,0.1,0.0482555
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,0.1,0.0505833
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,0.1,0.0548422
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,0.1,0.0624567
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,0.1,0.0763416
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,0.25, 0.0515427
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,0.25,0.0523379
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,0.25,0.0535908
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,0.25,0.0559423
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,0.25,0.0601786
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,0.25,0.0677749
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,0.25,0.0816393
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,0.5, 0.0612109
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,0.5,0.0620300
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,0.5,0.0633220
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,0.5,0.0656859
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,0.5,0.0698981
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,0.5,0.0775143
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,0.5,0.0913522
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,1, 0.0762324
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,1,0.0770800
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,1,0.0784229
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,1,0.0809295
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,1,0.0854406
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,1,0.0933889
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,1,0.1075049
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,2, 0.0998044
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,2,0.1007597
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,2,0.1022754
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,2,0.1050954
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,2,0.1103049
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,2,0.1189704
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,2,0.1341210
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,4, 0.1369494
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,4,0.1380075
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,4,0.1396981
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,4,0.1431832
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,4,0.1489575
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,4,0.1590427
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,4,0.1762379
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,8, 0.2008562
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,8,0.2020201
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,8,0.2039256
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,8,0.2076085
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,8,0.2144380
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,8,0.2265493
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,8,0.2475077
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,0.1,0.0153408
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,0.1,0.0159248
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,0.1,0.0169735
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,0.1,0.0191258
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,0.1,0.0235009
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,0.1,0.0325680
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,0.1,0.0517356
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,0.25, 0.0157349
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,0.25,0.0162976
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,0.25,0.0173882
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,0.25,0.0194959
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,0.25,0.0238464
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,0.25,0.0328268
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,0.25,0.0519257
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,0.5, 0.0178105
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,0.5,0.0183987
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,0.5,0.0193861
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,0.5,0.0213439
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,0.5,0.0254218
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,0.5,0.0341096
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,0.5,0.0528171
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,1, 0.0230396
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,1,0.0235258
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,1,0.0244038
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,1,0.0263653
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,1,0.0300066
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,1,0.0379621
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,1,0.0554213
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,2, 0.0325488
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,2,0.0331178
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,2,0.0340459
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,2,0.0358613
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,2,0.0396788
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,2,0.0472414
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,2,0.0632661
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,4, 0.0501866
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,4,0.0506472
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,4,0.0516770
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,4,0.0539184
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,4,0.0578401
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,4,0.0652519
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,4,0.0810412
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,8, 0.0842573
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,8,0.0848112
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,8,0.0860657
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,8,0.0879830
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,8,0.0921548
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,8,0.0996882
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,8,0.1164269
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,0.1,0.0485940
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,0.1,0.0496171
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,0.1,0.0511387
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,0.1,0.0539809
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,0.1,0.0589765
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,0.1,0.0675792
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,0.1,0.0832630
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,0.25, 0.0498224
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,0.25,0.0507910
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,0.25,0.0523137
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,0.25,0.0551651
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,0.25,0.0601927
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,0.25,0.0688067
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,0.25,0.0845133
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,0.5, 0.0515671
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,0.5,0.0525565
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,0.5,0.0541170
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,0.5,0.0569381
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,0.5,0.0620003
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,0.5,0.0706694
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,0.5,0.0863172
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,1, 0.0521207
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,1,0.0531308
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,1,0.0547480
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,1,0.0577670
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,1,0.0629791
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,1,0.0719911
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,1,0.0877644
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,2, 0.0470878
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,2,0.0481486
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,2,0.0498208
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,2,0.0531564
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,2,0.0587921
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,2,0.0686954
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,2,0.0852684
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,4, 0.0288182
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,4,0.0300548
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,4,0.0319097
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,4,0.0354100
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,4,0.0420262
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,4,0.0530353
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,4,0.0718030
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,8, -0.0177662
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,8,-0.0165755
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,8,-0.0146171
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,8,-0.0107634
