nom_voltage,nom_temperature,nom_process,related_pin AP,related_pin INOUT1,timing_type three_state_enable,timing_type three_state_disable,timing_type combinational,timing_sense negative_unate,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,4.62133,-0.2070161
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,4.62133,-0.1769605
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,4.62133,-0.1329384
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,4.62133,-0.0737316
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,8.62133, -0.5819268
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,8.62133,-0.5612197
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,8.62133,-0.5337374
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,8.62133,-0.4950160
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,8.62133,-0.4385857
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,8.62133,-0.3716180
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,8.62133,-0.2761854
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,0.721328,0.0117093
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,0.721328,0.0126053
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,0.721328,0.0140815
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,0.721328,0.0167509
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,0.721328,0.0215578
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,0.721328,0.0314174
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,0.721328,0.0529157
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,0.871328, 0.0176570
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,0.871328,0.0188862
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,0.871328,0.0208657
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,0.871328,0.0244524
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,0.871328,0.0301306
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,0.871328,0.0400070
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,0.871328,0.0598083
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,1.12133, 0.0285870
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,1.12133,0.0300996
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,1.12133,0.0322040
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,1.12133,0.0366971
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,1.12133,0.0443379
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,1.12133,0.0566649
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,1.12133,0.0769630
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,1.62133, 0.0492682
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,1.62133,0.0508565
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,1.62133,0.0534167
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,1.62133,0.0587020
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,1.62133,0.0686459
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,1.62133,0.0834285
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,1.62133,0.1092646
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,2.62133, 0.0925753
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,2.62133,0.0940138
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,2.62133,0.0959011
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,2.62133,0.1001900
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,2.62133,0.1109820
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,2.62133,0.1308767
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,2.62133,0.1623050
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,4.62133, 0.1718819
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,4.62133,0.1770046
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,4.62133,0.1814737
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,4.62133,0.1878851
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,4.62133,0.1953600
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,4.62133,0.2142244
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,4.62133,0.2533692
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,8.62133, 0.3059157
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,8.62133,0.3174585
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,8.62133,0.3315386
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,8.62133,0.3504201
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,8.62133,0.3714435
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,8.62133,0.3856580
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,8.62133,0.4221254
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.016,0.721328,0.0056758
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.032,0.721328,0.0056762
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.064,0.721328,0.0056768
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.128,0.721328,0.0056780
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.256,0.721328,0.0056804
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.512,0.721328,0.0056851
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,1.024,0.721328,0.0056940
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.016,0.871328, 0.0121264
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.032,0.871328,0.0121264
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.064,0.871328,0.0122029
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.128,0.871328,0.0122029
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.256,0.871328,0.0122095
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.512,0.871328,0.0122095
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,1.024,0.871328,0.0122095
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.016,1.12133, 0.0247277
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.032,1.12133,0.0247277
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.064,1.12133,0.0247277
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.128,1.12133,0.0247277
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.256,1.12133,0.0247361
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.512,1.12133,0.0247361
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,1.024,1.12133,0.0249455
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.016,1.62133, 0.0498681
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.032,1.62133,0.0499102
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.064,1.62133,0.0499102
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.128,1.62133,0.0499102
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.256,1.62133,0.0499102
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.512,1.62133,0.0499346
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,1.024,1.62133,0.0502256
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.016,2.62133, 0.1026821
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.032,2.62133,0.1027297
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.064,2.62133,0.1028252
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.128,2.62133,0.1031032
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.256,2.62133,0.1031032
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.512,2.62133,0.1031032
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,1.024,2.62133,0.1031032
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.016,4.62133, 0.2024388
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.032,4.62133,0.2033829
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.064,4.62133,0.2033829
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.128,4.62133,0.2033829
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.256,4.62133,0.2033829
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.512,4.62133,0.2055888
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,1.024,4.62133,0.2055888
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.016,8.62133, 0.4107024
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.032,8.62133,0.4128158
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.064,8.62133,0.4128158
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.128,8.62133,0.4128158
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.256,8.62133,0.4128158
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,0.512,8.62133,0.4128158
0.850000,125.000000,1.01,1,0,0,1,0,0,1,1,0,0,0,1.024,8.62133,0.4128158
