nom_voltage,nom_temperature,nom_process,related_pin A,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.1993487
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.2002531
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.2013670
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.2033988
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.2071531
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.2140855
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.2270879
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.5, 0.1999997
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.5,0.2008904
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.5,0.2020228
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.5,0.2040311
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.5,0.2077717
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.5,0.2147144
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.5,0.2277297
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1, 0.1986581
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.1995708
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.2006524
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.2027002
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.2064422
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.2133449
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.2263941
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2, 0.1924174
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.1933299
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.1944491
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.1964783
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.2002326
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.2071426
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.2201798
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4, 0.1749537
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.1758420
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.1769292
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.1789628
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.1827269
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.1896543
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.2026806
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8, 0.1322130
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.1331254
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.1342070
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.1362539
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.1399965
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.1469010
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.1599476
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16, 0.0374176
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.0383003
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.0393839
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.0414166
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.0451818
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.0521085
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.0651229
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.1,0.0163574
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.1,0.0170171
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.1,0.0178392
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.1,0.0196188
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.1,0.0234792
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.1,0.0319558
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.1,0.0507140
