nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.1,0.0541130
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.1,0.0548491
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.1,0.0560632
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.1,0.0582329
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.1,0.0622303
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.1,0.0695185
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.1,0.0828660
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.25, 0.0592553
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.25,0.0600006
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.25,0.0611507
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.25,0.0633376
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.25,0.0673561
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.25,0.0746287
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.25,0.0879424
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.5, 0.0690252
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.5,0.0697526
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.5,0.0709119
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.5,0.0730869
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.5,0.0770851
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.5,0.0843176
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.5,0.0975632
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,1, 0.0856209
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,1,0.0863640
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,1,0.0875528
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,1,0.0897815
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,1,0.0937674
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,1,0.1009846
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,1,0.1141841
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,2, 0.1133739
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,2,0.1141429
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,2,0.1153767
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,2,0.1177023
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,2,0.1219528
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,2,0.1293873
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,2,0.1426662
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,4, 0.1600919
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,4,0.1610096
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,4,0.1623608
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,4,0.1649197
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,4,0.1695526
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,4,0.1777568
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,4,0.1916608
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,8, 0.2428938
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,8,0.2438252
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,8,0.2453442
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,8,0.2482262
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,8,0.2535100
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,8,0.2629572
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,8,0.2788003
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.1,0.0175199
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.1,0.0180306
