nom_voltage,nom_temperature,nom_process,related_pin A,related_pin EN,timing_type combinational,timing_type three_state_enable,timing_type three_state_disable,timing_sense positive_unate,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,2.09379,0.0382787
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,2.09379,0.0385680
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,2.09379,0.0390433
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,2.09379,0.0399699
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,2.09379,0.0418043
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,2.09379,0.0450337
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,2.09379,0.0507295
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,2.24379, 0.0423255
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,2.24379,0.0426207
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,2.24379,0.0431059
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,2.24379,0.0440585
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,2.24379,0.0458960
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,2.24379,0.0493687
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,2.24379,0.0555561
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,2.49379, 0.0452501
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,2.49379,0.0455726
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,2.49379,0.0463021
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,2.49379,0.0473417
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,2.49379,0.0493615
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,2.49379,0.0531772
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,2.49379,0.0601058
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,2.99379, 0.0448292
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,2.99379,0.0451782
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,2.99379,0.0457573
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,2.99379,0.0469061
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,2.99379,0.0491682
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,2.99379,0.0535558
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,2.99379,0.0616678
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,3.99379, 0.0376558
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,3.99379,0.0380398
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,3.99379,0.0386786
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,3.99379,0.0399435
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,3.99379,0.0424546
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,3.99379,0.0473981
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,3.99379,0.0568293
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,5.99379, 0.0187148
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,5.99379,0.0191223
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,5.99379,0.0198005
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,5.99379,0.0211534
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,5.99379,0.0239209
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,5.99379,0.0293590
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,5.99379,0.0399313
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,9.99379, -0.0243651
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,9.99379,-0.0239443
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,9.99379,-0.0232431
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,9.99379,-0.0218409
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,9.99379,-0.0190352
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,9.99379,-0.0134106
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,9.99379,-0.0022154
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,2.09379,0.0078800
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,2.09379,0.0079296
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,2.09379,0.0080139
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,2.09379,0.0081861
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,2.09379,0.0084844
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,2.09379,0.0091912
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,2.09379,0.0107046
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,2.24379, 0.0107623
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,2.24379,0.0107953
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,2.24379,0.0108515
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,2.24379,0.0109717
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,2.24379,0.0112321
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,2.24379,0.0119875
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,2.24379,0.0133392
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,2.49379, 0.0165649
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,2.49379,0.0165960
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,2.49379,0.0166278
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,2.49379,0.0167321
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,2.49379,0.0169702
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,2.49379,0.0175084
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,2.49379,0.0187700
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,2.99379, 0.0276038
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,2.99379,0.0276359
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,2.99379,0.0276907
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,2.99379,0.0278059
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,2.99379,0.0280672
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,2.99379,0.0286468
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,2.99379,0.0299260
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,3.99379, 0.0496489
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,3.99379,0.0496865
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,3.99379,0.0497497
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,3.99379,0.0498774
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,3.99379,0.0501424
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,3.99379,0.0506679
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,3.99379,0.0519744
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,5.99379, 0.0929366
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,5.99379,0.0929597
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,5.99379,0.0929985
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,5.99379,0.0930765
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,5.99379,0.0932481
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,5.99379,0.0937781
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,5.99379,0.0949905
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.016,9.99379, 0.1811842
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.032,9.99379,0.1812031
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.064,9.99379,0.1812342
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.128,9.99379,0.1812945
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.256,9.99379,0.1814213
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,0.512,9.99379,0.1816840
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,1,0,0,1.024,9.99379,0.1826210
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,2.09379,0.0354808
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,2.09379,0.0358058
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,2.09379,0.0363412
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,2.09379,0.0373070
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,2.09379,0.0393980
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,2.09379,0.0430074
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,2.09379,0.0493328
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,2.24379, 0.0425052
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,2.24379,0.0428429
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,2.24379,0.0434008
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,2.24379,0.0445089
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,2.24379,0.0464811
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,2.24379,0.0505678
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,2.24379,0.0576600
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,2.49379, 0.0521081
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,2.49379,0.0524717
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,2.49379,0.0531149
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,2.49379,0.0542313
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,2.49379,0.0565274
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,2.49379,0.0607637
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,2.49379,0.0688868
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,2.99379, 0.0643012
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,2.99379,0.0646770
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,2.99379,0.0653078
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,2.99379,0.0665690
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,2.99379,0.0690941
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,2.99379,0.0735694
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,2.99379,0.0831809
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,3.99379, 0.0806581
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,3.99379,0.0810690
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,3.99379,0.0817532
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,3.99379,0.0831187
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,3.99379,0.0858225
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,3.99379,0.0911886
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,3.99379,0.1015283
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,5.99379, 0.1059202
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,5.99379,0.1063320
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,5.99379,0.1070193
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,5.99379,0.1084004
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,5.99379,0.1111883
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,5.99379,0.1167553
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,5.99379,0.1278938
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.016,9.99379, 0.1517624
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.032,9.99379,0.1522406
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.064,9.99379,0.1530339
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.128,9.99379,0.1545649
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.256,9.99379,0.1575819
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,0.512,9.99379,0.1635097
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,1,0,1.024,9.99379,0.1751022
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,2.09379,0.0069463
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,2.09379,0.0069976
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,2.09379,0.0070875
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,2.09379,0.0072422
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,2.09379,0.0076646
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,2.09379,0.0083514
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,2.09379,0.0098037
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,2.24379, 0.0104084
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,2.24379,0.0104483
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,2.24379,0.0105188
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,2.24379,0.0106740
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,2.24379,0.0109272
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,2.24379,0.0117435
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,2.24379,0.0132410
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,2.49379, 0.0167688
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,2.49379,0.0168029
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,2.49379,0.0168119
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,2.49379,0.0168809
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,2.49379,0.0171902
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,2.49379,0.0182027
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,2.49379,0.0193443
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,2.99379, 0.0286104
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,2.99379,0.0286484
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,2.99379,0.0287200
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,2.99379,0.0288660
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,2.99379,0.0291820
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,2.99379,0.0297265
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,1.024,2.99379,0.0312621
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.016,3.99379, 0.0518761
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.032,3.99379,0.0519047
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.064,3.99379,0.0519541
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.128,3.99379,0.0520591
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.256,3.99379,0.0523083
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0,0,0,1,0.512,3.99379,0.0528508
