nom_voltage,nom_temperature,nom_process,related_pin D,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0386889
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0399574
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0413135
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0438371
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0485788
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0568948
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0717522
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1, 0.0415407
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.0427679
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.0440917
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.0465798
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.0511585
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.0594351
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.0741152
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2, 0.0451076
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0463211
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0476153
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0501050
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.0546452
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.0628234
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.0774027
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4, 0.0458084
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.0470857
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.0484557
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.0510575
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.0558034
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.0643711
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.0789626
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8, 0.0388728
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0402222
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0419499
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.0448041
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.0499473
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.0591785
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.0754021
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16, 0.0143930
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.0158342
