nom_voltage,nom_temperature,nom_process,related_pin A,related_pin EN,timing_type combinational,timing_type three_state_enable,timing_type three_state_disable,timing_sense positive_unate,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,3.71441,0.0349645
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,3.71441,0.0351072
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,3.71441,0.0353431
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,3.71441,0.0358080
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,3.71441,0.0367098
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,3.71441,0.0385150
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,3.71441,0.0416227
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,3.86441, 0.0385308
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,3.86441,0.0388020
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,3.86441,0.0390440
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,3.86441,0.0395233
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,3.86441,0.0404628
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,3.86441,0.0422640
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,3.86441,0.0456291
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,4.11441, 0.0410106
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,4.11441,0.0411716
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,4.11441,0.0414390
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,4.11441,0.0419702
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,4.11441,0.0430170
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,4.11441,0.0450408
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,4.11441,0.0488494
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,4.61441, 0.0404023
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,4.61441,0.0405767
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.064,4.61441,0.0408669
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.128,4.61441,0.0414458
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.256,4.61441,0.0425969
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.512,4.61441,0.0448658
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,1.024,4.61441,0.0492438
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.016,5.61441, 0.0335385
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1,0,0,0,0.032,5.61441,0.0337312
