nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.1,0.0354255
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.1,0.0362772
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.1,0.0376224
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.1,0.0401589
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.1,0.0447188
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.1,0.0527929
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.1,0.0671851
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.25, 0.0384748
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.25,0.0393019
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.25,0.0406237
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.25,0.0430882
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.25,0.0475233
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.25,0.0554988
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.25,0.0698336
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.5, 0.0426348
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.5,0.0434694
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.5,0.0448001
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.5,0.0473213
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.5,0.0518440
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.5,0.0598984
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.5,0.0742719
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,1, 0.0469414
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,1,0.0478522
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,1,0.0493080
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,1,0.0521471
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,1,0.0571191
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,1,0.0653909
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,1,0.0799099
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,2, 0.0501427
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,2,0.0511304
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,2,0.0526958
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,2,0.0556593
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,2,0.0610854
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,2,0.0706838
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,2,0.0870693
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,4, 0.0491867
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,4,0.0503296
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,4,0.0521326
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,4,0.0556087
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,4,0.0620417
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,4,0.0730783
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,4,0.0921061
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,8, 0.0409222
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,8,0.0420858
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,8,0.0440161
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,8,0.0477970
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,8,0.0550069
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,8,0.0685352
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,8,0.0919149
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.1,0.0201932
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.1,0.0208175
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.1,0.0217918
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.1,0.0240717
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.1,0.0283545
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.1,0.0371691
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.1,0.0556693
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.25, 0.0213652
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.25,0.0218500
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.25,0.0229196
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.25,0.0249716
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.25,0.0291094
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.25,0.0377920
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.25,0.0560905
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.5, 0.0263518
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.5,0.0268241
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.5,0.0276353
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.5,0.0293593
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.5,0.0331558
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.5,0.0410600
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.5,0.0584639
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,1, 0.0354992
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,1,0.0359447
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,1,0.0367205
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,1,0.0385055
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,1,0.0420187
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,1,0.0492089
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,1,0.0650911
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,2, 0.0535367
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,2,0.0539570
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,2,0.0545235
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,2,0.0559566
