nom_voltage,nom_temperature,nom_process,related_pin A,related_pin B,related_pin CI,timing_type combinational,timing_sense negative_unate,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,2,0.1056211
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,2,0.1231517
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,4, 0.0821533
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,4,0.0832416
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,4,0.0852466
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,4,0.0887290
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,4,0.0951478
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,4,0.1065664
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,4,0.1257340
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.016,8, 0.0675936
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.032,8,0.0687668
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.064,8,0.0706050
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.128,8,0.0745344
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.256,8,0.0817092
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,0.512,8,0.0943708
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,1,0,1.024,8,0.1163655
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,0.1,0.0236580
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,0.1,0.0242676
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,0.1,0.0252839
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,0.1,0.0275645
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,0.1,0.0321419
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,0.1,0.0420835
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,0.1,0.0641353
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,0.25, 0.0239200
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,0.25,0.0245109
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,0.25,0.0255333
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,0.25,0.0276569
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,0.25,0.0323202
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,0.25,0.0421978
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,0.25,0.0642745
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,0.5, 0.0249793
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,0.5,0.0255890
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,0.5,0.0265508
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,0.5,0.0286766
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,0.5,0.0330519
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,0.5,0.0430219
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,0.5,0.0648311
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,1, 0.0285657
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,1,0.0289900
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,1,0.0299880
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,1,0.0320241
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,1,0.0364325
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,1,0.0458149
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,1,0.0670519
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,2, 0.0363746
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,2,0.0368714
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,2,0.0377212
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,2,0.0395374
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,2,0.0440970
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,2,0.0527249
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,2,0.0726574
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,4, 0.0504972
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,4,0.0509658
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,4,0.0523688
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,4,0.0542772
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,4,0.0588627
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,4,0.0672528
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,4,0.0854171
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.016,8, 0.0778859
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.032,8,0.0782388
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.064,8,0.0796190
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.128,8,0.0820023
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.256,8,0.0855597
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,0.512,8,0.0938799
0.850000,125.000000,1.01,1,0,0,1,1,0,0,0,0,1,1.024,8,0.1120813
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.1,0.0386055
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.1,0.0395085
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.1,0.0408868
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.1,0.0434881
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.1,0.0482459
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.1,0.0566423
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.1,0.0716148
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.25, 0.0405623
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.25,0.0414052
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.25,0.0427662
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.25,0.0453071
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.25,0.0499530
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.25,0.0583063
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.25,0.0732612
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,0.5, 0.0433757
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,0.5,0.0442458
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,0.5,0.0456285
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,0.5,0.0482449
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,0.5,0.0529813
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,0.5,0.0614453
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,0.5,0.0764253
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,1, 0.0456379
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,1,0.0465559
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,1,0.0480373
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,1,0.0509988
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,1,0.0559767
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,1,0.0648099
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,1,0.0803809
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,2, 0.0442699
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,2,0.0452591
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,2,0.0468627
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,2,0.0499162
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,2,0.0558063
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,2,0.0655178
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,2,0.0824914
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,4, 0.0328341
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,4,0.0339106
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,4,0.0356725
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,4,0.0390710
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,4,0.0454068
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,4,0.0572476
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,4,0.0766096
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.016,8, -0.0010822
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.032,8,0.0000498
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.064,8,0.0019562
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.128,8,0.0060245
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.256,8,0.0134446
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,0.512,8,0.0267382
0.850000,125.000000,1.01,0,1,0,1,0,1,1,0,0,0,1.024,8,0.0504807
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.1,0.0225609
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.1,0.0231740
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.1,0.0241970
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.1,0.0262981
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.1,0.0306957
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.1,0.0397821
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.1,0.0590793
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.25, 0.0231677
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.25,0.0237261
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.25,0.0247661
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.25,0.0269144
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.25,0.0312312
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.25,0.0402109
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.25,0.0593142
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,0.5, 0.0273181
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,0.5,0.0278290
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,0.5,0.0286182
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,0.5,0.0306233
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,0.5,0.0345702
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,0.5,0.0430672
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,0.5,0.0614372
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,1, 0.0359656
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,1,0.0365023
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,1,0.0373785
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,1,0.0393012
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,1,0.0431748
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,1,0.0512196
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,1,0.0687253
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,2, 0.0528323
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,2,0.0533803
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,2,0.0543380
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,2,0.0562153
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,2,0.0601937
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,2,0.0680520
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,2,0.0849037
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,4, 0.0850991
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,4,0.0855379
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,4,0.0864029
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,4,0.0881302
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.256,4,0.0918525
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.512,4,0.1005503
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,1.024,4,0.1174595
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.016,8, 0.1483071
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.032,8,0.1488375
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.064,8,0.1493665
0.850000,125.000000,1.01,0,1,0,1,0,1,0,1,0,0,0.128,8,0.1500904
