nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type rising_edge,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.1196832
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8, 0.0744065
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0759692
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0776060
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.0807846
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.0863423
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.0960307
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.1129103
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16, 0.0511548
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.0525852
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.0543153
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.0577959
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.0638192
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.0741589
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.0922862
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.1,0.0301653
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.1,0.0309311
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.1,0.0320900
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.1,0.0343394
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.1,0.0390724
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.1,0.0486427
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.1,0.0675987
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.5, 0.0301673
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.5,0.0309771
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.5,0.0320074
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.5,0.0344236
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.5,0.0391271
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.5,0.0486330
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.5,0.0675353
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,1, 0.0302074
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,1,0.0309369
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,1,0.0320927
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,1,0.0343630
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,1,0.0391059
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,1,0.0487653
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,1,0.0676738
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,2, 0.0305327
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,2,0.0315141
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,2,0.0325533
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,2,0.0348035
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,2,0.0395577
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,2,0.0491403
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,2,0.0679961
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,4, 0.0325793
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,4,0.0334324
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,4,0.0344598
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,4,0.0366544
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,4,0.0413577
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,4,0.0505411
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,4,0.0694920
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,8, 0.0381327
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,8,0.0393133
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,8,0.0403916
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,8,0.0424826
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,8,0.0469709
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,8,0.0558449
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,8,0.0744388
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,16, 0.0527213
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,16,0.0534344
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,16,0.0543734
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,16,0.0564701
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,16,0.0610518
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,16,0.0701162
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,16,0.0887025
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,0.1,0.0785107
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,0.1,0.0800383
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,0.1,0.0819130
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,0.1,0.0855230
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,0.1,0.0923095
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,0.1,0.1042847
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,0.1,0.1251037
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,0.5, 0.0814570
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,0.5,0.0829770
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,0.5,0.0848436
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,0.5,0.0884899
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,0.5,0.0952422
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,0.5,0.1072151
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,0.5,0.1280292
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,1, 0.0860230
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,1,0.0875220
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,1,0.0893875
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,1,0.0929898
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,1,0.0996884
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,1,0.1116465
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,1,0.1323987
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,2, 0.0931269
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,2,0.0946465
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,2,0.0965012
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,2,0.1001187
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,2,0.1068339
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,2,0.1187550
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,2,0.1394437
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,4, 0.1034987
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,4,0.1050185
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,4,0.1068935
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,4,0.1104960
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,4,0.1172817
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,4,0.1293374
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,4,0.1502262
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,8, 0.1182225
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,8,0.1197595
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,8,0.1216496
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,8,0.1253068
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,8,0.1322598
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,8,0.1447485
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,8,0.1662784
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,16, 0.1372078
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,16,0.1387540
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,16,0.1406811
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,16,0.1444811
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,16,0.1518325
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,16,0.1652741
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,16,0.1885187
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,0.1,0.0425430
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,0.1,0.0430535
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,0.1,0.0440543
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,0.1,0.0460372
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,0.1,0.0509935
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,0.1,0.0612632
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,0.1,0.0825706
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,0.5, 0.0425045
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,0.5,0.0432037
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,0.5,0.0440617
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,0.5,0.0461591
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,0.5,0.0509353
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,0.5,0.0612529
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,0.5,0.0825718
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,1, 0.0427340
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,1,0.0433882
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,1,0.0441964
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,1,0.0463106
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,1,0.0511101
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,1,0.0613792
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,1,0.0827414
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,2, 0.0449633
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,2,0.0455034
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,2,0.0463793
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,2,0.0484013
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,2,0.0530260
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,2,0.0630297
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,2,0.0839925
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,4, 0.0510932
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,4,0.0514522
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,4,0.0522643
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,4,0.0541417
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,4,0.0585613
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,4,0.0679242
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,4,0.0882988
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,8, 0.0651331
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,8,0.0655890
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,8,0.0663028
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,8,0.0674458
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,8,0.0715300
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,8,0.0800869
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,8,0.0986198
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,16, 0.0937549
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,16,0.0940513
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,16,0.0944953
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,16,0.0958081
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,16,0.0983924
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,16,0.1057173
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,16,0.1205035
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,0.1,0.3748564
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,0.1,0.3832354
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,0.1,0.3924353
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,0.1,0.4083063
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,0.1,0.4334977
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,0.1,0.4747762
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,0.1,0.5431418
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,0.5, 0.3844682
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,0.5,0.3929216
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,0.5,0.4021286
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,0.5,0.4176639
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,0.5,0.4435336
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,0.5,0.4846678
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,0.5,0.5528226
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,1, 0.4045853
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,1,0.4130521
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,1,0.4221505
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,1,0.4380370
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,1,0.4633791
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,1,0.5045712
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,1,0.5728716
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,2, 0.4459713
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,2,0.4543655
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,2,0.4637645
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,2,0.4793558
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,2,0.5046843
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,2,0.5458657
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,2,0.6142657
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,4, 0.5216940
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,4,0.5302315
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,4,0.5393429
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,4,0.5548248
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,4,0.5802239
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,4,0.6214144
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,4,0.6899156
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,8, 0.6415576
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,8,0.6499741
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,8,0.6593533
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,8,0.6749997
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,8,0.7004112
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,8,0.7416466
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,8,0.8099234
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.016,16, 0.8173328
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.032,16,0.8258588
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.064,16,0.8350969
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.128,16,0.8505645
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.256,16,0.8761606
0.750000,-40.000000,0.99,1,1,1,0,0,0,0.512,16,0.9170729
0.750000,-40.000000,0.99,1,1,1,0,0,0,1.024,16,0.9855204
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,0.1,0.0962109
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,0.1,0.1030626
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,0.1,0.1111638
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,0.1,0.1260884
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,0.1,0.1540106
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,0.1,0.2062606
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,0.1,0.3026270
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,0.5, 0.0959947
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,0.5,0.1030181
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,0.5,0.1111164
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,0.5,0.1262121
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,0.5,0.1542958
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,0.5,0.2061366
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,0.5,0.3026335
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,1, 0.0961958
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,1,0.1030789
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,1,0.1111625
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,1,0.1262895
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,1,0.1541154
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,1,0.2062849
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,1,0.3026705
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,2, 0.0959866
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,2,0.1031327
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,2,0.1110933
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,2,0.1260686
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,2,0.1541162
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,2,0.2063670
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,2,0.3025435
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,4, 0.0961089
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,4,0.1028372
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,4,0.1106645
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,4,0.1260997
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,4,0.1543086
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,4,0.2064763
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,4,0.3025512
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,8, 0.0960960
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,8,0.1033282
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,8,0.1107793
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,8,0.1261485
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,8,0.1542330
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,8,0.2057999
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,8,0.3024580
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.016,16, 0.0963728
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.032,16,0.1030824
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.064,16,0.1109856
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.128,16,0.1260462
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.256,16,0.1544270
0.750000,-40.000000,0.99,1,1,0,1,0,0,0.512,16,0.2064685
0.750000,-40.000000,0.99,1,1,0,1,0,0,1.024,16,0.3026084
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,0.1,0.5436265
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,0.1,0.5629758
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,0.1,0.5833755
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,0.1,0.6168840
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,0.1,0.6677834
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,0.1,0.7401822
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,0.1,0.8374725
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,0.5, 0.5530860
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,0.5,0.5724730
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,0.5,0.5930209
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,0.5,0.6266949
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,0.5,0.6773754
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,0.5,0.7498482
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,0.5,0.8470826
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,1, 0.5728566
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,1,0.5922263
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,1,0.6127753
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,1,0.6464508
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,1,0.6971373
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,1,0.7696046
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,1,0.8668395
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,2, 0.6137592
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,2,0.6331012
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,2,0.6536527
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,2,0.6873279
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,2,0.7380282
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,2,0.8104832
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,2,0.9077186
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,4, 0.6905201
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,4,0.7098455
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,4,0.7302544
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,4,0.7638338
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,4,0.8148355
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,4,0.8872029
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,4,0.9844408
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,8, 0.8176798
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,8,0.8369447
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,8,0.8572327
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,8,0.8908400
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,8,0.9416699
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,8,1.0141319
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,8,1.1114372
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.016,16, 1.0119378
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.032,16,1.0313410
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.064,16,1.0517889
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.128,16,1.0853841
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.256,16,1.1363454
0.750000,-40.000000,0.99,1,1,0,0,1,0,0.512,16,1.2087866
0.750000,-40.000000,0.99,1,1,0,0,1,0,1.024,16,1.3060932
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,0.1,0.2290346
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,0.1,0.2384153
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,0.1,0.2504823
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.128,0.1,0.2709563
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.256,0.1,0.3015631
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.512,0.1,0.3405227
0.750000,-40.000000,0.99,1,1,0,0,0,1,1.024,0.1,0.3901078
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.016,0.5, 0.2278858
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.032,0.5,0.2395104
0.750000,-40.000000,0.99,1,1,0,0,0,1,0.064,0.5,0.2506466
