nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,related_pin A4,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,0.1,0.0423113
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,0.1,0.0430210
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,0.1,0.0440768
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,0.1,0.0461023
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,0.1,0.0498457
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,0.1,0.0566998
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,0.1,0.0697186
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,0.25, 0.0473740
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,0.25,0.0480498
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,0.25,0.0491282
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,0.25,0.0511565
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,0.25,0.0548901
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,0.25,0.0617275
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,0.25,0.0747600
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,0.5, 0.0549660
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,0.5,0.0556500
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,0.5,0.0567459
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,0.5,0.0587982
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,0.5,0.0625665
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,0.5,0.0694122
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,0.5,0.0824273
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,1, 0.0644131
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,1,0.0651707
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,1,0.0663458
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,1,0.0685277
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,1,0.0724846
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,1,0.0795840
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,1,0.0927635
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,2, 0.0758675
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,2,0.0766967
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,2,0.0780203
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,2,0.0804993
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,2,0.0850154
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,2,0.0927990
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,2,0.1067606
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,4, 0.0893805
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,4,0.0903404
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,4,0.0918890
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,4,0.0947930
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,4,0.1000389
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,4,0.1093181
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,4,0.1248638
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.016,8, 0.1054767
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.032,8,0.1065714
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.064,8,0.1083469
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.128,8,0.1117329
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.256,8,0.1179618
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,0.512,8,0.1292989
0.850000,125.000000,1.01,1,0,0,0,1,1,1,0,0,0,1.024,8,0.1476906
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.016,0.1,0.0122147
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.032,0.1,0.0127844
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.064,0.1,0.0137386
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.128,0.1,0.0156912
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.256,0.1,0.0199215
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.512,0.1,0.0290039
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,1.024,0.1,0.0484485
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.016,0.25, 0.0125084
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.032,0.25,0.0131016
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.064,0.25,0.0139828
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.128,0.25,0.0159978
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.256,0.25,0.0201054
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.512,0.25,0.0291805
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,1.024,0.25,0.0486112
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.016,0.5, 0.0145763
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.032,0.5,0.0150338
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.064,0.5,0.0158649
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.128,0.5,0.0177134
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.256,0.5,0.0215865
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.512,0.5,0.0301577
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,1.024,0.5,0.0490221
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.016,1, 0.0186926
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.032,1,0.0191397
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.064,1,0.0199306
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.128,1,0.0214835
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.256,1,0.0252029
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.512,1,0.0331824
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,1.024,1,0.0511375
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.016,2, 0.0263266
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.032,2,0.0267864
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.064,2,0.0275368
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.128,2,0.0290373
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.256,2,0.0325598
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.512,2,0.0400871
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,1.024,2,0.0568273
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.016,4, 0.0396887
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.032,4,0.0402186
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.064,4,0.0411250
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.128,4,0.0429407
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.256,4,0.0463339
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.512,4,0.0539806
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,1.024,4,0.0698648
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.016,8, 0.0646610
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.032,8,0.0652280
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.064,8,0.0662323
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.128,8,0.0681140
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.256,8,0.0717374
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,0.512,8,0.0803073
0.850000,125.000000,1.01,1,0,0,0,1,1,0,1,0,0,1.024,8,0.0962027
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.016,0.1,0.0500112
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.032,0.1,0.0509342
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.064,0.1,0.0522615
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.128,0.1,0.0547563
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.256,0.1,0.0592682
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.512,0.1,0.0672582
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,1.024,0.1,0.0825121
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.016,0.25, 0.0530146
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.032,0.25,0.0538643
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.064,0.25,0.0552194
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.128,0.25,0.0577515
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.256,0.25,0.0622483
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.512,0.25,0.0702276
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,1.024,0.25,0.0854580
0.850000,125.000000,1.01,1,0,0,0,1,1,0,0,1,0,0.016,0.5, 0.0580298
