nom_voltage,nom_temperature,nom_process,related_pin A4,related_pin S0,related_pin S1,timing_sense positive_unate,timing_sense non_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.016,0.1,0.0559374
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.032,0.1,0.0572218
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.064,0.1,0.0587609
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.128,0.1,0.0616181
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.256,0.1,0.0670724
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.512,0.1,0.0764013
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,1.024,0.1,0.0927580
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.016,0.5, 0.0576639
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.032,0.5,0.0589480
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.064,0.5,0.0604733
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.128,0.5,0.0633500
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.256,0.5,0.0686691
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.512,0.5,0.0779888
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,1.024,0.5,0.0942849
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.016,1, 0.0606722
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.032,1,0.0619300
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.064,1,0.0635319
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.128,1,0.0664578
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.256,1,0.0716913
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.512,1,0.0809065
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,1.024,1,0.0970681
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0,0,0.016,2, 0.0631244
