nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type setup_rising,rise_constraint,fall_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.1280000,0.1140031
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.1280000,0.1511218
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.2560000, 0.0513529
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.2560000,0.0549799
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.2560000,0.0660701
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.2560000,0.0762767
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.2560000,0.0976997
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.2560000,0.1200998
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.2560000,0.1574855
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.5120000, 0.0640804
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.5120000,0.0677075
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.5120000,0.0748463
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.5120000,0.0893988
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.5120000,0.1103838
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.5120000,0.1366466
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.5120000,0.1816440
0.850000,125.000000,1.01,1,1,0,1,0.0160000,1.0240000, 0.1012543
0.850000,125.000000,1.01,1,1,0,1,0.0320000,1.0240000,0.1048814
0.850000,125.000000,1.01,1,1,0,1,0.0640000,1.0240000,0.1158079
0.850000,125.000000,1.01,1,1,0,1,0.1280000,1.0240000,0.1304840
0.850000,125.000000,1.01,1,1,0,1,0.2560000,1.0240000,0.1475577
0.850000,125.000000,1.01,1,1,0,1,0.5120000,1.0240000,0.1777989
0.850000,125.000000,1.01,1,1,0,1,1.0240000,1.0240000,0.2224387
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0160000,0.5742311
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0160000,0.5817603
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0160000,0.5967483
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0160000,0.6304761
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0160000,0.6980301
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0160000,0.8136088
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0160000,0.9627359
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0320000, 0.5668055
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0320000,0.5743448
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0320000,0.5893328
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0320000,0.6191543
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0320000,0.6867084
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0320000,0.8022871
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0320000,0.9553719
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0640000, 0.5437732
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0640000,0.5513125
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0640000,0.5663042
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0640000,0.6000314
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0640000,0.6636761
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0640000,0.7797195
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0640000,0.9445423
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.1280000, 0.5026077
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.1280000,0.5096418
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.1280000,0.5250372
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.1280000,0.5549789
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.1280000,0.6220013
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.1280000,0.7375038
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.1280000,0.9033956
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.2560000, 0.4383146
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.2560000,0.4458406
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.2560000,0.4607554
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.2560000,0.4904348
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.2560000,0.5581350
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.2560000,0.6736990
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.2560000,0.8385266
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.5120000, 0.3999858
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.5120000,0.4075590
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.5120000,0.4186408
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.5120000,0.4562749
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.5120000,0.5199227
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.5120000,0.6355014
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.5120000,0.7968440
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,1.0240000, 0.3746937
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,1.0240000,0.3783267
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,1.0240000,0.3933147
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,1.0240000,0.4270879
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,1.0240000,0.4942488
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,1.0240000,0.6113926
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,1.0240000,0.7731649
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0160000,0.5117406
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0160000,0.5193103
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0160000,0.5341264
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0160000,0.5678090
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0160000,0.6430151
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0160000,0.7973349
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0160000,1.0747252
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0320000, 0.5004908
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0320000,0.5078414
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0320000,0.5226575
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0320000,0.5564198
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0320000,0.6315440
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0320000,0.7858660
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0320000,1.0632564
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0640000, 0.4814879
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0640000,0.4889855
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0640000,0.5038330
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0640000,0.5377587
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0640000,0.6087434
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0640000,0.7631290
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0640000,1.0446182
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.1280000, 0.4437983
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.1280000,0.4477959
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.1280000,0.4665607
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.1280000,0.4959291
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.1280000,0.5710176
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.1280000,0.7251513
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.1280000,1.0068534
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.2560000, 0.3601405
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.2560000,0.3676883
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.2560000,0.3824190
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.2560000,0.4161848
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.2560000,0.4873514
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.2560000,0.6456721
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.2560000,0.9272161
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.5120000, 0.2750309
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.5120000,0.2864861
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.5120000,0.3014301
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.5120000,0.3310477
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.5120000,0.4060765
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.5120000,0.5567426
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.5120000,0.8421392
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,1.0240000, 0.1716034
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,1.0240000,0.1791731
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,1.0240000,0.1939892
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,1.0240000,0.2237656
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,1.0240000,0.2996018
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,1.0240000,0.4547520
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,1.0240000,0.7343750
