nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.1,0.0355419
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.1,0.0361872
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.1,0.0372505
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.1,0.0392264
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.1,0.0429004
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.1,0.0497065
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.1,0.0626926
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.25, 0.0393702
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.25,0.0400372
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.25,0.0410924
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.25,0.0430742
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.25,0.0467220
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.25,0.0535098
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.25,0.0664521
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,0.5, 0.0447190
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,0.5,0.0453996
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,0.5,0.0464816
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,0.5,0.0484761
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,0.5,0.0521581
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,0.5,0.0589356
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,0.5,0.0717845
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,1, 0.0513283
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,1,0.0520564
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,1,0.0532645
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,1,0.0553917
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,1,0.0591962
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,1,0.0661349
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,1,0.0790811
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,2, 0.0586373
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,2,0.0594422
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,2,0.0607229
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,2,0.0631064
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,2,0.0674028
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,2,0.0748509
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,2,0.0883766
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,4, 0.0658016
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,4,0.0667114
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,4,0.0681733
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,4,0.0709293
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,4,0.0758921
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,4,0.0846982
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,4,0.0994075
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.016,8, 0.0715960
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.032,8,0.0726486
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.064,8,0.0743493
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.128,8,0.0775760
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.256,8,0.0834796
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,0.512,8,0.0941372
0.850000,125.000000,1.01,1,0,1,1,1,0,0,0,1.024,8,0.1114901
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.1,0.0112539
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.1,0.0118497
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.1,0.0128255
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.1,0.0148511
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.1,0.0191678
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.1,0.0284145
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.1,0.0480986
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.25, 0.0117427
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.25,0.0123058
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.25,0.0132600
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.25,0.0152191
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.256,0.25,0.0194863
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.512,0.25,0.0285837
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,1.024,0.25,0.0481789
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.016,0.5, 0.0134386
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.032,0.5,0.0139563
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.064,0.5,0.0148732
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0.128,0.5,0.0166947
