nom_voltage,nom_temperature,nom_process,related_pin A,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,0.1,0.0056224
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,0.1,0.0069937
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,0.1,0.0082437
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,0.1,0.0104530
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,0.1,0.0141793
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,0.1,0.0203771
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,0.1,0.0237676
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,4, 0.0070483
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,4,0.0087135
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,4,0.0102473
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,4,0.0129235
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,4,0.0176842
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,4,0.0254822
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,4,0.0293263
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,8, 0.0092232
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,8,0.0111257
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,8,0.0130465
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,8,0.0163074
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,8,0.0222324
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,8,0.0323133
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,8,0.0371147
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,16, 0.0131079
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,16,0.0151387
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,16,0.0172059
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,16,0.0211379
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,16,0.0283903
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,16,0.0409396
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,16,0.0471202
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,32, 0.0203609
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,32,0.0226477
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,32,0.0246473
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,32,0.0290299
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,32,0.0375220
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,32,0.0522026
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,32,0.0598056
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,64, 0.0352347
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,64,0.0378466
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,64,0.0398405
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,64,0.0438976
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,64,0.0533128
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,64,0.0703095
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,64,0.0798692
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.016,82, 0.0654075
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.032,82,0.0678729
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.064,82,0.0701332
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.128,82,0.0733366
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.256,82,0.0824253
0.850000,125.000000,1.01,1,1,1,1,0,0,0,0.512,82,0.1001506
0.850000,125.000000,1.01,1,1,1,1,0,0,0,1.024,82,0.1106956
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,0.1,0.0094221
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,0.1,0.0103394
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,0.1,0.0112997
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,0.1,0.0129362
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,0.1,0.0162265
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,0.1,0.0246178
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,0.1,0.0296987
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,4, 0.0169451
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,4,0.0179231
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,4,0.0188650
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,4,0.0206261
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,4,0.0241884
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,4,0.0306974
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,4,0.0347750
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,8, 0.0315943
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,8,0.0326233
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,8,0.0338118
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,8,0.0357279
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,8,0.0396679
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,8,0.0469660
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,8,0.0506252
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,16, 0.0612396
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,16,0.0621524
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,16,0.0631845
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,16,0.0651154
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,16,0.0693085
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,16,0.0771468
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,16,0.0816833
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,32, 0.1211617
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,32,0.1215042
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,32,0.1223591
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,32,0.1238448
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,32,0.1278174
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,32,0.1361250
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,32,0.1409131
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,64, 0.2408285
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,64,0.2432421
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,64,0.2432421
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,64,0.2432421
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,64,0.2471596
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,64,0.2534485
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,64,0.2591109
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.016,82, 0.4842412
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.032,82,0.4856343
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.064,82,0.4861890
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.128,82,0.4861890
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.256,82,0.4861890
0.850000,125.000000,1.01,1,1,1,0,1,0,0,0.512,82,0.4911485
0.850000,125.000000,1.01,1,1,1,0,1,0,0,1.024,82,0.4943861
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,0.1,0.0044306
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,0.1,0.0059747
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,0.1,0.0074693
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,0.1,0.0101073
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,0.1,0.0146394
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,0.1,0.0223235
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,0.1,0.0266570
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.016,4, 0.0038123
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.032,4,0.0056530
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.064,4,0.0074208
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.128,4,0.0106038
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.256,4,0.0161854
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,4,0.0255838
