nom_voltage,nom_temperature,nom_process,related_pin A0,related_pin B0,timing_type combinational,timing_sense negative_unate,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,0.1,0.0220272
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,0.1,0.0229893
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,0.1,0.0251059
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,0.1,0.0295439
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,0.1,0.0392237
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,0.1,0.0613510
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,0.5, 0.0216838
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,0.5,0.0223399
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,0.5,0.0232769
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,0.5,0.0252673
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,0.5,0.0297120
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,0.5,0.0393804
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,0.5,0.0614563
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,1, 0.0224288
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,1,0.0232291
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,1,0.0240807
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,1,0.0261565
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,1,0.0306624
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,1,0.0401223
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,1,0.0618676
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,2, 0.0261741
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,2,0.0269275
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,2,0.0277845
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,2,0.0294695
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,2,0.0337137
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,2,0.0428450
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,2,0.0637798
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,4, 0.0340888
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,4,0.0346561
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,4,0.0357859
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,4,0.0375552
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,4,0.0417234
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,4,0.0504300
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,4,0.0693454
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,8, 0.0496710
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,8,0.0500429
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,8,0.0507394
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,8,0.0525869
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,8,0.0568437
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,8,0.0648612
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,8,0.0826923
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,16, 0.0808233
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,16,0.0811227
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,16,0.0816248
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,16,0.0830434
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,16,0.0864992
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,16,0.0957304
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,16,0.1116317
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,0.1,0.0258871
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,0.1,0.0270654
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,0.1,0.0284037
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,0.1,0.0309269
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,0.1,0.0354496
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,0.1,0.0434636
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,0.1,0.0578678
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,0.5, 0.0281760
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,0.5,0.0293224
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,0.5,0.0306765
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,0.5,0.0331650
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,0.5,0.0376107
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,0.5,0.0454897
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,0.5,0.0598156
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,1, 0.0291387
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,1,0.0303244
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,1,0.0317378
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,1,0.0343296
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,1,0.0389619
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,1,0.0470462
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,1,0.0616498
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,2, 0.0265315
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,2,0.0277985
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,2,0.0293207
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,2,0.0321910
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,2,0.0373313
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,2,0.0463828
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,2,0.0616791
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,4, 0.0145038
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,4,0.0158982
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,4,0.0175970
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,4,0.0208432
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,4,0.0268266
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,4,0.0376060
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,4,0.0551890
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,8, -0.0166476
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,8,-0.0151079
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,8,-0.0132045
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,8,-0.0095063
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,8,-0.0025667
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,8,0.0098981
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,8,0.0315349
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,16, -0.0858870
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,16,-0.0842408
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,16,-0.0821884
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,16,-0.0781356
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,16,-0.0703198
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,16,-0.0558017
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,16,-0.0289274
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,0.1,0.0166399
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,0.1,0.0174022
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,0.1,0.0184708
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,0.1,0.0205940
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,0.1,0.0251287
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,0.1,0.0344613
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,0.1,0.0539724
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,0.5, 0.0192643
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,0.5,0.0199709
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,0.5,0.0208655
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,0.5,0.0228396
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,0.5,0.0268335
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,0.5,0.0356386
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,0.5,0.0546773
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,1, 0.0252726
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,1,0.0261706
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,1,0.0268808
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,1,0.0286430
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,1,0.0324030
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,1,0.0403290
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,1,0.0578510
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,2, 0.0374773
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,2,0.0379546
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,2,0.0385238
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,2,0.0401985
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,2,0.0437100
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,2,0.0513108
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,2,0.0673872
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,4, 0.0596773
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,4,0.0603020
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,4,0.0610266
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,4,0.0624971
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,4,0.0657410
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,4,0.0737318
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,4,0.0888680
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,8, 0.1024437
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,8,0.1024437
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,8,0.1041793
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,8,0.1055164
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,8,0.1091987
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,8,0.1162409
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,8,0.1328292
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.016,16, 0.1861979
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.032,16,0.1869562
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.064,16,0.1878890
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.128,16,0.1898914
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.256,16,0.1937800
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,0.512,16,0.2013368
0.850000,125.000000,1.01,0,1,1,0,1,0,1,0,0,1.024,16,0.2194987
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.016,0.1,0.0342973
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.032,0.1,0.0356228
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.064,0.1,0.0372240
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.128,0.1,0.0402348
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.256,0.1,0.0456787
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.512,0.1,0.0553228
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,1.024,0.1,0.0727080
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.016,0.5, 0.0395029
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.032,0.5,0.0407830
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.064,0.5,0.0423294
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.128,0.5,0.0452574
0.850000,125.000000,1.01,0,1,1,0,1,0,0,1,0,0.256,0.5,0.0505305
