nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.1,0.0352730
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.1,0.0363252
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.1,0.0375949
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.1,0.0400306
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.1,0.0445748
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.1,0.0526995
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.1,0.0672628
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.5, 0.0373421
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.5,0.0383598
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.5,0.0396008
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.5,0.0419517
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.5,0.0463293
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.5,0.0543216
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.5,0.0688010
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,1, 0.0384999
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,1,0.0395419
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,1,0.0407947
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,1,0.0431075
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,1,0.0474720
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,1,0.0554494
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,1,0.0699012
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,2, 0.0364182
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,2,0.0374852
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,2,0.0387804
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,2,0.0412556
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,2,0.0460765
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,2,0.0542372
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,2,0.0688869
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,4, 0.0249443
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,4,0.0261050
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,4,0.0275327
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,4,0.0303009
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,4,0.0358784
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,4,0.0450148
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,4,0.0613885
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,8, -0.0068653
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,8,-0.0055655
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,8,-0.0039639
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,8,-0.0008264
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,8,0.0051719
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,8,0.0160077
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,8,0.0354135
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,16, -0.0809814
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,16,-0.0795507
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,16,-0.0777639
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,16,-0.0742507
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,16,-0.0674883
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,16,-0.0536931
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,16,-0.0310684
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.1,0.0252468
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.1,0.0260084
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.1,0.0270057
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.1,0.0289333
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.1,0.0330151
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.1,0.0416533
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.1,0.0600218
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.5, 0.0266696
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.5,0.0273303
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.5,0.0282633
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.5,0.0301105
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.5,0.0342069
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.5,0.0425844
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.5,0.0604711
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,1, 0.0321559
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,1,0.0326577
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,1,0.0334402
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,1,0.0350484
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,1,0.0386056
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,1,0.0463491
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,1,0.0632476
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,2, 0.0427169
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,2,0.0433546
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,2,0.0440899
