nom_voltage,nom_temperature,nom_process,related_pin SAVE,related_pin CLK,related_pin NRESTORE,timing_type removal_falling,timing_type removal_rising,fall_constraint,rise_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0160000,0.0160000,-0.7305087
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0320000,0.0160000,-0.7340771
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0640000,0.0160000,-0.7450552
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.1280000,0.0160000,-0.7597376
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.2560000,0.0160000,-0.7807177
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.5120000,0.0160000,-0.7992400
0.850000,125.000000,1.01,1,0,0,1,0,1,0,1.0240000,0.0160000,-0.8049259
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0160000,0.0320000, -0.7309339
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0320000,0.0320000,-0.7384090
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0640000,0.0320000,-0.7454804
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.1280000,0.0320000,-0.7640696
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.2560000,0.0320000,-0.7811428
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.5120000,0.0320000,-0.8035719
0.850000,125.000000,1.01,1,0,0,1,0,1,0,1.0240000,0.0320000,-0.8092577
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0160000,0.0640000, -0.7394267
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0320000,0.0640000,-0.7429962
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0640000,0.0640000,-0.7539730
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.1280000,0.0640000,-0.7688536
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.2560000,0.0640000,-0.7896359
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.5120000,0.0640000,-0.8083220
0.850000,125.000000,1.01,1,0,0,1,0,1,0,1.0240000,0.0640000,-0.8138445
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0160000,0.1280000, -0.7523235
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0320000,0.1280000,-0.7558920
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0640000,0.1280000,-0.7669612
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.1280000,0.1280000,-0.7815525
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.2560000,0.1280000,-0.8025325
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.5120000,0.1280000,-0.8211561
0.850000,125.000000,1.01,1,0,0,1,0,1,0,1.0240000,0.1280000,-0.8267408
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0160000,0.2560000, -0.7743489
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0320000,0.2560000,-0.7819541
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0640000,0.2560000,-0.7888903
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.1280000,0.2560000,-0.8074972
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.2560000,0.2560000,-0.8245496
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.5120000,0.2560000,-0.8469720
0.850000,125.000000,1.01,1,0,0,1,0,1,0,1.0240000,0.2560000,-0.8524144
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0160000,0.5120000, -0.8264089
0.850000,125.000000,1.01,1,0,0,1,0,1,0,0.0320000,0.5120000,-0.8298968
