nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,related_pin A3,timing_type combinational,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.1,0.0476108
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.1,0.0485425
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.1,0.0496577
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.1,0.0517352
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.1,0.0556157
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.1,0.0627063
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.1,0.0759924
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,0.5, 0.0523522
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,0.5,0.0532596
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,0.5,0.0543515
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,0.5,0.0564463
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,0.5,0.0602813
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,0.5,0.0673741
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,0.5,0.0806586
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,1, 0.0600961
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,1,0.0610223
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,1,0.0621645
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,1,0.0641869
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,1,0.0680239
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,1,0.0750509
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,1,0.0882438
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,2, 0.0710044
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,2,0.0719235
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,2,0.0730718
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,2,0.0752217
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,2,0.0791249
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,2,0.0862837
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,2,0.0995154
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,4, 0.0858496
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,4,0.0867897
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,4,0.0880672
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,4,0.0905800
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,4,0.0948204
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,4,0.1024291
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,4,0.1161581
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,8, 0.1059550
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,8,0.1073432
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,8,0.1088047
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,8,0.1114986
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,8,0.1163903
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,8,0.1250300
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,8,0.1401904
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.016,16, 0.1348105
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.032,16,0.1361378
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.064,16,0.1377604
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.128,16,0.1412413
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.256,16,0.1471673
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,0.512,16,0.1574212
0.850000,125.000000,1.01,1,0,0,1,1,1,0,0,0,1.024,16,0.1754671
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.1,0.0165042
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.1,0.0171992
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.1,0.0180717
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.1,0.0199150
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.1,0.0238912
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.1,0.0326838
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.1,0.0516987
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,0.5, 0.0167196
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,0.5,0.0173803
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,0.5,0.0182536
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,0.5,0.0201154
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,0.5,0.0240932
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,0.5,0.0328772
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,0.5,0.0517909
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,1, 0.0182756
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,1,0.0188721
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,1,0.0196777
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,1,0.0214900
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,1,0.0252343
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.512,1,0.0335887
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,1.024,1,0.0522805
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.016,2, 0.0222172
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.032,2,0.0228555
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.064,2,0.0236313
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.128,2,0.0251979
0.850000,125.000000,1.01,1,0,0,1,1,0,1,0,0,0.256,2,0.0285987
