nom_voltage,nom_temperature,nom_process,related_pin D,related_pin ISO,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,2,0.0268102
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,2,0.0276470
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,2,0.0293314
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,2,0.0329517
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,2,0.0408584
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,2,0.0580362
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,4, 0.0322265
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,4,0.0327841
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,4,0.0333350
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,4,0.0346518
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,4,0.0377756
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,4,0.0447281
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,4,0.0606941
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,8, 0.0447007
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,8,0.0454984
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,8,0.0460599
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,8,0.0472181
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,8,0.0496677
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,8,0.0558753
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,8,0.0698041
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,16, 0.0664744
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,16,0.0673996
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,16,0.0681324
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,16,0.0693589
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,16,0.0714835
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,16,0.0770308
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,16,0.0894084
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,32, 0.1055901
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,32,0.1071934
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,32,0.1073848
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,32,0.1082380
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,32,0.1113373
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,32,0.1173059
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,32,0.1283413
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.016,64, 0.1788199
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.032,64,0.1795499
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.064,64,0.1802684
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.128,64,0.1817365
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.256,64,0.1848173
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,0.512,64,0.1913915
0.850000,125.000000,1.01,0,1,1,1,0,1,0,0,1.024,64,0.2039145
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.016,0.1,0.0328553
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.032,0.1,0.0341695
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.064,0.1,0.0355233
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.128,0.1,0.0381070
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.256,0.1,0.0428821
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.512,0.1,0.0515430
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,1.024,0.1,0.0675836
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.016,2, 0.0378424
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.032,2,0.0391123
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.064,2,0.0404084
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.128,2,0.0428951
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.256,2,0.0475092
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.512,2,0.0560099
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,1.024,2,0.0718135
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.016,4, 0.0454119
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.032,4,0.0467005
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.064,4,0.0480117
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.128,4,0.0505712
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.256,4,0.0552566
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.512,4,0.0637620
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,1.024,4,0.0793872
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.016,8, 0.0552781
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.032,8,0.0565669
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.064,8,0.0579005
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.128,8,0.0605774
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.256,8,0.0657860
0.850000,125.000000,1.01,0,1,1,1,0,0,1,0,0.512,8,0.0748628
